WEST 39 STREET 12 FLOOR
ATLANTIC AVE CO INC
EAST COTTONWOOD PLA STE 400 ST
109 ATREET
CEDARHURST AVE 202 ST
DOROTHEA PLACE
DRUMGOOL RD EAST
POST OFFICE DELIVERY
AVENUE OF AMERICAS SUITE 4200 ST
CIVICATR DR
86 RD WOODHAVEN
NORTH JERUSALEM RD
BOWERS LN
PRINCETON ST
LEXINGTON AVNEUE 23 FLOOR
NORTHERN BLVD 306 ST
WELWYN RD
23 ND ST
1556 ST
MADISON AVENUE 19 FL
BOX 300462 ST
MCCLEAN AVE
BATTERY PLACE SUITE 2243 ST
SOUTH CORONA AVE
UNION SQUARE WEST 16 D
PONY CIR
GRANWOOD AVE
MONTGOMERY PLACE 1 ST
BLOSSOM AVE
PEARE PLACE
MARYLANE AVE
CHESTER CT
BOX 19 0386 ST
COLTON ST
INDUSTRIAL WAY EAST
WINDOW LN
H STREET 14 FLOOR
BETHUNE ST
AVENUE L LLCC C O
THROGS NECK BLVD
5 AVENUE 7 F
MANHATTAN COL PKWY
30044 ST
QUAKER LN
DUCK POND RD
GLENDALE
RYDER ST
BOX 312 ST
RACE PLACE
EAST LINCOLN AVE
BOX 300807 ST
HIGHLAWN AVE
420 RIVERSIDE OWNERS
CASSILIS AVE
JFK PKWY
25 BOUCK CT
41 STAVE
BARRISTER DR
PRINCE STT
ERSKINE PLACE 16 D
GREEM ST
ROOF LN
MADISON AVENUE STE 1204 ST
ADAM CLAYTON POWELL JR B
BEACH 42 ST
FLOWER AVE
MADISON AVE SUITE 2802 ST
HEMPSTEAD RD
WOODWARD PKWY
DIAZ PLACE
PELHAM PARKWAY SO BLDG 4 11 S 18 ST
MARION ST
JUNCTION BLVD 3 FL LOW RIS
LOCUST VLY
PEPPERRIDGE RD
3 AVENUE 18 FLR
ACADEMIC RD
MONARCH PARK PLACE
RICHMOND RD UNIT 4 B
GARDNER PLACE
1 2 1 AVE
CRANFORD ST
BEACAN CT
FT GEORGE HL
MGMT 42 25 21 ST
LACLEDE AVE
SOUTHERN BOULVARD
BRANDON AVE
HOUSTON ST
EAST 23 STREET 4 FLOOR
BESSEMUND AVE
5 AVE 22 FL C O BERNSTEIN
OCEAN PKWY 514 ST
MARK PLACE
VANDERBILT AVE C O BRAUSE PROPTY
STONEGATE DR
115 AVE
WEST 33 ST 8 FL LEASING OTC
WESTWOOD BLVD 600 ST
TRIBROOK RD
FERDINAND PORSCHE DR
ROCKERFLEER PLZ
1327 ST
COPPEFLAGG LN
MOUNT MORRIS PARK WEST
HUNTINGTON QUADRANGLE SUITE 2512 ST
BUCHANAN AVE
BROADWAY STE 703 ST
EAST 7 SANDRA GEER REAL EST
FIELDSTONE DR
INT 295 MADISON AVE
AVEUNE R
CROTONA PARK EAST
POMPEI AVE
DON CT
BATTERY PK CITY
COCO CT
BAYCLUB DRIVE APT 200 ST
HOWARD STREET 5 F
PARK AVE COMPANY B
WEST 48 STREET ROOM 206 ST
SPRINGS ST
WEST GUN HILL RD
MGMT 250 EAST 105 ST
OFLOFF AVE
SUFFERN
ARCH AVE
WEST 57 STREET 2 C
MARCUS AVE STE C 131 ST
GOLD STREET RM 9 U 3 ST
DEFOREST AVE
WEST 55 STREET 9 FL
C O SIDNEY FETNER ASSOC
HILLSIDE AVE 2 FLR
5 AVE 16 FLR
20 0745 ST
THORN AVE
GRUBB ELLIS
EAGLE RD
BROADWAY C O ANDREW BLDG CORP
BOX 090 314 ST
64 ST APT 1 A
BROADWAY PMB 77 ST
JERICHO TURNPIKE SUITE 500 WEST
MADISON AVE PARTNERSHIP
P O BOX RIVERDALE STA
26 JEFFERSON ST
MIDDLESEX RD
5 AVENUE 5114 ST
WEST 69 STREET APT 7 B
KINGSLAND AVNUE 2 ST
3510 ST
24 STEEPLECHASE DR
64 ST
WEST 125 STNY
SOUTH GRAND CENTRAL PKWY
RIVERDALE AVENUE SUITE 203 ST
DELANCY ST
WAHERHOUSE ST
P O BOX 496 ST
GARRET MOUNTAIN PLAZA C O MS 2 ST
GALLOWS ROAD ROOM 5 W 109 ST
BROADWAY RM 311 ST
BROWER AVE SUITE 5 ST
FISTH AVE
BRIDGE PLAZA SUITE 302 ST
7 AVE C O WINOKER RTY
7 AV EAST
EAST 3 ST C O N STAR HOUSING RENL
RE 6 YNOLDS AVE
ADMA RD
CLIFTON PLACE 2 ST
BLAISE CT
EAST BDWY
CONNETQUOT DR
SOUTH SHORE DR
EAST 84 EAST
CARMINE ST
BROADWAY 5 FLR
GUY LOMBARDO AVE
BOX 180 ST
EAST 14 STREET NY 10003 ST
EAST 37 T ST
ELKHART AVE
ASHFORD ST
P O BOX 300 444 ST
MADISON AVE SUITE 1601 ST
ENGERT AVENUE APT 1 L
BROADWAY C O DAVIS 7 GILBERT LLP
HILLSDE AVE
STUART LN
THEODORE FREMD AVE
BRIGHTION BEACH AVE
136 42 MAPLE AVE APT 4 G
QUEENS VILLAVE
PARK AVEUNE
CAMPUS
RADNGH RD
EAST STOW ASSOC
BOX U
GRAND AVE UNIT 345 A
FERNWOOD RD
PIER 17 ST
HEMLOCK DR
P O BOX 1524 ST
GRACE CHURCH ST
WEST END AVE APT 1 EAST
9 PARK PLACE SUITE 1 EAST
PENN PLAZALOWER CON
ELRIDGE ST
NORHERRN BLVD
LOST TRAIL AVE
MAIN STREET APT 1208 ST
BIRCHDALE LN
BAY 28 ST
5 AVENUE ROOM 228 ST
EAST 14 ST APT 3 EAST
OAKLEDGE RD
1 AVENUE 7 FLOOR
ASTOR PLACE 6 FL
SEACOAST TERACE SUITE L
EAST 57 STREET STE 1203 ST
DOLPHIN LN
O
GARDEN CITY PLAZA SUITE 410 ST
222 82 ST
72 STREET 4 F
REIDA VE
59 MARNE AVE
SHRE RD
NISHI SHIMJUKU CTR BLDG
MEMARONECK AVE
3392 CHURCH ST STA
TUPELO CT
PARK AVE SUITE 659 ST
127 PLACE
MANAGEMENT 850 BRONX RIVER RD
TOWERSIDE TERR SUITE 1602 ST
TUDOR CITY PLACE APT A 16 ST
MAXES ROAD SUITE S 125 ST
RICHMOND AVENUE STE 205 ST
MADISON AVE 5 FLR
IRVING PLACE G 8 G
LEX L AVE 4 FLOOR
EAST 46 STREET SUITE 120 ST
NORTH 5 ST
SHITMAN DR
115 11 LIBERTY AVE
1045 CATHEDRAL STA
NORTHRIDGE RD
EAST FOADHAM RD
EAST 52 N ST
MULBERRY RD
104 16 103 AVE
080 211 GREAT KILLS STA
GUY BREWER
DARLING AVE
174017401740 ST
25 AARON LN
OLD STONE HILL RD
IRA CT
WEST 74 ST
ASHFIELDS LN
BROADWAY EAST BUILDING STE 900 ST
CHARTER OAK DR
66 TRH ST
LEXINGTON AVE 16 FL
ROCKWELL AVE
MALLON ST
99 TULIP AVENUE SUITE 302 ST
FERDINAND PORSHE DR
MGMT CO 641 LEX AVE
EAST 42 ST STE 300 ST
6 AVE N Y
WEST FINGERBOARD
RESEN ST
WEST 42 ST 3 FL
WEST LINCON AVE
SUNRISE LAKE BLVD
54 RD
BELL BLVD SUITE 603 ST
ASTORIA BOULEVARRD
WEST 86 STREET SUITE 606 ST
MARKS AVE
QUEENS BLVD PO BOX 10 ST
129 LEFFERTS STA
BRAELNN DR
AMBOY ROIAD
BYRAM SHORE RD
MAIN STREET 8 FLOOR
GREENTREE DR
EAST 87 STT
WEST 67 ST CENTRAL PARK WEST
CROSSILAND PKWY
WEST 47 SUITE
GERRITTSEN AVE
PARK AVENUE 48 FLOOR
BROADWAY SUITE 23 ST
EAST 59 ST 11 FL
WEST 38 STREET 4 FLR
WEST 57 STREET 8 FLOOR
BOGART AVENUE APT PH
EAST 29 STREET 6 FLOOR
5 AV C O R J ARONSON
MANHATTAN WEST AVE
WELLS SUIRE 109 ST
WEST 184 ST
NHATTAN PLZ
CELTIC LN
FRIEHLICH FARM BLVD
NORTH MAQUESTEN PKWY
MIDDLENECK RD
NORTHERN BOULEVARD SUITE 215 ST
BATHGATE AVENUE APT 1 C
100 JERICHO TPKE
WOODLAND CT
WEST 70 ST 9 D
EAST 6 AVE
IV WILLETS RD
5 AVENUE APT 5 A
BROADWAY APT 4 ST
TOMPKINS SQUARE PLACE
COBECK CT
48 STH ST
WEST 46 STREET 6 FL
OCEAN AVENUE APT 1 B
STANTON STREEET
CORP 16 BROAD ST
PK AVE SOUTH
CANTENBURY AVE
LOS COLLINS BLVD
HAVEMAYER STREET SUITE 505 ST
ST MARKS PLACE APT 1 ST
5 AVENUE ROOM 702 ST
GRISWOLD
WOLFS LN
GEDNEY STA
REAL ESTATE 1881 BDWY 4 FL
209 STEET
OLD SLIP 3 FLOOR
NORTH MAIN STREET SUITE 14 ST
8 AVENUE 2400 ST
747 ST
STUYVESANT OVAL 2 H
JOHN ST 405 ST
204 08 JAMAICA AVE
CANDON AVE
HUBBARD ST
EAST SWEDESFORD
REALTY LLC
DUMBATTON
55 AVE ST
60 AVE APT 4 H
WEST 72 STREET STE 503 ST
2 WALL ST G COMFORT SONS AS
1 AVE CORP
EAST 180 STREEET
WEST 26 STREET SUITE 31005 ST
GRAMERCY PARK NORTH 11 A
DALY AVE
504 ST
WEST 165 STREET SUITE 1 F
BOX 79 ST
CENTRAL PARTK
WEST 27 T ST
WESY 29 ST
193 AVE
SEAMAN AVE
NORTH COLUMBUS AVE
NORTH DEARBORN ST
PITKINS AVE
NORTH STATION PLAZA 400 ST
BRIAR LAND
HUNGINGTON QUADRANGLE RM 2515 ST
ALERSHOT LN
CHAPPAQUA MOUNTAIN RD
10 JONES ST APT 5 EAST
BX 727 ST
PETERSON AVE
9154 ST
CROSSWAY PARK WEST SUITE 205 ST
DEPOT PLAZA 2 FL REAR
EAST 63 ST APT 302 ST
MADISON AVE C O GUMLEY HAFT
5 AVE 10 C
PENN PLAZALLC
BOX 471 ST
DEKALB A VENUE
OILD RIDGEBURY RD
EAST 11 STREET C O CAROLE FERR
161 PLACE
MADISON AVE C O HAKIMIAN ORGANZA
42 14 ASTORIA BLVD
WALNUT PLACE
PINE TREE DR
DEDRICK PLACE
WILLIAMS STREET 10 FLR
LOUISE TERRANCE
JUMEL TER
WEST 58 STREET 8 B
POWELL AVENUE SUITE 1240 ST
WHITE PLAINS RD SUITE 305 ST
BROADWAY C O A J CLARKE REALESTY
TRADING 37 WEST 57 ST
LACE
WEST WACKER DRIVE 4800 ST
HART ST
3 AVENUE SUITE 402 ST
MCDONALD AVE
BROADWAY ANDREWS BUILDING CORP
ARION RD
CHRYSTIE ST PUBLIC KITCHEN
LEXINGTON AVENUE C O
LONG BEACH RD OCEANSIDE
DECATUR AVE
PROSPECT PLAVE
3 AVE 5 FLR
WEDSWORTH AVE
PROSPECT AVENUE C O JOE DEBELLIS
JOHN STREET 17 FL
WEST 37 STREET ROOM 304 ST
WEST 24 STREET 4 FLOOR
BROADWELL MGMT 7 PENN PLZ
OXFORD VALLEY ROAD STE 1901 ST
HORACE CT
WEST 148 STERET
WEST BROADWAY 3 FLR
BEACH 6 ST
21 AVENUE BAYSIDE
GRAND STREET APT 2 G
MEZEAU ST
C O COLUMBIA UNIVER FACILITIES
87897 ST
ARISTA DR
EAST 73 ST APT 3 EAST
YORKSHIRE DR
227 STREEET
VANDERBILT RD
LINCOLN HIGHWAY ROUTE 27 3 FL
LEXINGTON AVENUE 10 FLOOR
BOX 5788 WOOLEY ST
PINEAPPLE ST
13 STREERT
WOOD VALLEY LN
BOX 1540 OLD CHELSEA STA
CHAMPLAIN AVE
BRYANT PARK LLC
ASH
ORLOFF AVE C O NYTEX MGMT INC
1364 CONEY ISLAND AVENUE APT 2 F
CVS DR
CENTRE ST MUN BUILDING
HARRBOR VIEW TER
